,Unnamed: 0,Title,Date,Category,Link
1803,1803,Mississippi Man Sentenced to 18 Months in Federal Prison on Medicare Fraud Conspiracy Charges,2023-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mississippi-man-sentenced-to-18-months-in-federal-prison-on-medicare-fraud-conspiracy-charges/
1805,1805,Greenwich Psychologist Sentenced to 27 Months in Federal Prison for $2.6 Million Health Care Fraud Scheme,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenwich-psychologist-sentenced-to-27-months-in-federal-prison-for-26-million-health-care-fraud-scheme/
1806,1806,Georgia Man Admits Role in $127 Million Health Care Fraud and Kickback Scheme,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-man-admits-role-in-127-million-health-care-fraud-and-kickback-scheme/
1807,1807,"Grants Pass Physician and Affiliated Medical Practice Agree to Pay $115,000 to Settle Health Care Fraud Allegations",2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grants-pass-physician-and-affiliated-medical-practice-agree-to-pay-115000-to-settle-health-care-fraud-allegations/
1808,1808,Florida Siblings Charged In Multimillion-Dollar Medicare Scheme Based On Fraudulent Billing For Durable Medical Equipment,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-siblings-charged-in-multimillion-dollar-medicare-scheme-based-on-fraudulent-billing-for-durable-medical-equipment/
1809,1809,Indiana Health Network Agrees to Pay $345 Million to Settle Alleged False Claims Act Violations,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/indiana-health-network-agrees-to-pay-345-million-to-settle-alleged-false-claims-act-violations/
1812,1812,"United States Files Complaint Against St. Elizabeth's Medical Center, Steward Medical Group and Steward Health Care System",2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-complaint-against-st-elizabeths-medical-center-steward-medical-group-and-steward-health-care-system/
1813,1813,BioTelemetry and LifeWatch to Pay More than $14.7 Million to Resolve False Claims Act Allegations that LifeWatch Billed More Expensive Services than Physicians Intended to Order,2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/biotelemetry-and-lifewatch-to-pay-more-than-147-million-to-resolve-false-claims-act-allegations-that-lifewatch-billed-more-expensive-services-than-physicians-intended-to-order/
1814,1814,Community Health Network Agrees to Pay $345 Million to Settle Alleged False Claims Act Violations,2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/community-health-network-agrees-to-pay-345-million-to-settle-alleged-false-claims-act-violations/
1815,1815,Federal Jury Finds Pittsburgh-Area Nursing Homes Guilty of Healthcare Offenses,2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-finds-pittsburgh-area-nursing-homes-guilty-of-healthcare-offenses/
1816,1816,BioTelemetry and LifeWatch to Pay More than $14.7 Million to Resolve False Claims Act Allegations Relating to Remote Cardiac Monitoring Services,2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/biotelemetry-and-lifewatch-to-pay-more-than-147-million-to-resolve-false-claims-act-allegations-relating-to-remote-cardiac-monitoring-services/
1818,1818,"Fairfax Doctor Pleads Guilty to Obstructing the IRS, Agrees to Pay $5.3 Million",2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fairfax-doctor-pleads-guilty-to-obstructing-the-irs-agrees-to-pay-53-million/
1819,1819,Baton Rouge Man Charged with Falsely Holding Himself as a Medical Doctor and Making False Statements,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baton-rouge-man-charged-with-falsely-holding-himself-as-a-medical-doctor-and-making-false-statements/
1820,1820,Cambria County Woman Sentenced To 30 Months In Prison For Conspiracy To Commit Health Care Fraud,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-sentenced-to-30-months-in-prison-for-conspiracy-to-commit-health-care-fraud/
1821,1821,Fraudulent Nursing Diploma Scheme Leads to Federal Convictions,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fraudulent-nursing-diploma-scheme-leads-to-federal-convictions/
1822,1822,Two Men Sentenced for Fraudulent Rural Hospital Billing Scheme,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-men-sentenced-for-fraudulent-rural-hospital-billing-scheme/
1824,1824,Orthopedic Surgeon Convicted of Health Care Fraud,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orthopedic-surgeon-convicted-of-health-care-fraud/
1825,1825,"Florida Man Charged with Health Care Fraud, Wire Fraud, and Kickback Conspiracy",2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-charged-with-health-care-fraud-wire-fraud-and-kickback-conspiracy/
1826,1826,Greenville Woman Sentenced to Federal Prison for Making Fraudulent Statements to Medicaid,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenville-woman-sentenced-to-federal-prison-for-making-fraudulent-statements-to-medicaid/
1827,1827,Brooklyn Cardiologist Charged With Health Care Fraud And Bribery,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-cardiologist-charged-with-health-care-fraud-and-bribery/
1828,1828,Man Charged for $60M Health Care Fraud and Kickback Scheme,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-charged-for-60m-health-care-fraud-and-kickback-scheme/
1831,1831,District Woman Indicted for Defrauding the D.C. Medicaid Program,2023-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/district-woman-indicted-for-defrauding-the-dc-medicaid-program/
1832,1832,Man Sentenced for $11.4M Medicare and Medicaid Fraud Scheme,2023-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-sentenced-for-114m-medicare-and-medicaid-fraud-scheme/
1834,1834,Clinic Office Manager Sentenced for $1.2M Pill Mill Scheme,2023-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clinic-office-manager-sentenced-for-12m-pill-mill-scheme/
1836,1836,Company Selling Migraine Treatment Device Agrees to Resolve Alleged False Claims Act Violations,2023-12-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/company-selling-migraine-treatment-device-agrees-to-resolve-alleged-false-claims-act-violations/
1839,1839,Pavion Company to Pay $1.75 Million to Resolve False Claims Act Allegations of Small Business Contracting Fraud,2023-12-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pavion-company-to-pay-175-million-to-resolve-false-claims-act-allegations-of-small-business-contracting-fraud/
1842,1842,Redondo Beach Woman Sentenced to 15 Years in Prison for Leading $24 Million Scam that Billed Medicare for Unneeded Wheelchair Fixes,2023-12-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/redondo-beach-woman-sentenced-to-15-years-in-prison-for-leading-24-million-scam-that-billed-medicare-for-unneeded-wheelchair-fixes/
1846,1846,Doctor Charged in $14M Medicare and TRICARE Fraud Scheme,2023-12-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-14m-medicare-and-tricare-fraud-scheme/
1847,1847,"Med First Agrees to Pay $1,450,000 to Resolve Health Care Fraud Allegations in South Carolina Clinic",2023-12-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/med-first-agrees-to-pay-1450000-to-resolve-health-care-fraud-allegations-in-south-carolina-clinic/
1848,1848,"Hospital Executive And Three Texas Physicians To Pay Over $880,000 To Settle Kickback Allegations Involving Laboratory Testing",2023-12-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospital-executive-and-three-texas-physicians-to-pay-over-880000-to-settle-kickback-allegations-involving-laboratory-testing/
1851,1851,Tennessee Man Sentenced for Failure to Pay Child Support,2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-man-sentenced-for-failure-to-pay-child-support/
1852,1852,Man Charged in $148M Medicare and Medicaid Fraud Scheme,2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-charged-in-148m-medicare-and-medicaid-fraud-scheme/
1853,1853,Physician Sentenced for $1.2M Pill Mill Scheme,2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-for-12m-pill-mill-scheme/
1855,1855,Queens Pharmacist Sentenced to 60 Months in Prison for Illegally Distributing Oxycodone and Filing False Tax Returns,2023-11-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/queens-pharmacist-sentenced-to-60-months-in-prison-for-illegally-distributing-oxycodone-and-filing-false-tax-returns/
1856,1856,Sleep disorder medical practice with clinics in California and Washington resolves allegations it overbilled government medical programs,2023-11-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sleep-disorder-medical-practice-with-clinics-in-california-and-washington-resolves-allegations-it-overbilled-government-medical-programs/
1860,1860,Telemedicine Nurse Practitioner Pleads Guilty to $7.8 Million Durable Medical Equipment Fraud Scheme,2023-11-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telemedicine-nurse-practitioner-pleads-guilty-to-78-million-durable-medical-equipment-fraud-scheme/
1861,1861,Doctor and Wife Admit Genetic Testing Kickback and Bribery Scheme,2023-11-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-and-wife-admit-genetic-testing-kickback-and-bribery-scheme/
1863,1863,Neligh Woman Sentenced for Health Care Fraud,2023-11-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/neligh-woman-sentenced-for-health-care-fraud/
1866,1866,Worcester Psychiatrist Convicted of Unlawful Distribution of Controlled Substances,2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/worcester-psychiatrist-convicted-of-unlawful-distribution-of-controlled-substances/
1867,1867,Doctor at L5 Pain Clinic Pleads Guilty to Illegal Drug Dispensing Conspiracy,2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-at-l5-pain-clinic-pleads-guilty-to-illegal-drug-dispensing-conspiracy/
1868,1868,"Pharmacy Owners and Doctor Convicted for $145M Health Care Fraud, Money Laundering, and Tax Evasion Scheme",2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owners-and-doctor-convicted-for-145m-health-care-fraud-money-laundering-and-tax-evasion-scheme/
1872,1872,Maryland Man Sentenced to 9 Months in Prison for Attempted Witness Tampering in Relation to Healthcare Fraud Conspiracy,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-to-9-months-in-prison-for-attempted-witness-tampering-in-relation-to-healthcare-fraud-conspiracy/
1873,1873,Operator Of Durable Medical Equipment Companies Admits Role In $11 Million Dollar Kickback Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operator-of-durable-medical-equipment-companies-admits-role-in-11-million-dollar-kickback-scheme/
1874,1874,Chief Compliance Officer Sentenced For $50M Medicare Fraud Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chief-compliance-officer-sentenced-for-50m-medicare-fraud-scheme/
1879,1879,"California Skilled Nursing Facilities, Owner and Management Company Agree to $45.6 Million Consent Judgement to Settle Allegations of Kickbacks to Referring Physicians",2023-11-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-skilled-nursing-facilities-owner-and-management-company-agree-to-456-million-consent-judgement-to-settle-allegations-of-kickbacks-to-referring-physicians/
1882,1882,Multi-Agency Working Group Focuses on Combating Health Care Fraud and Recovering Taxpayer Dollars Through Criminal and Civil Actions,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/multi-agency-working-group-focuses-on-combating-health-care-fraud-and-recovering-taxpayer-dollars-through-criminal-and-civil-actions/
1883,1883,Three Men Sentenced for $54M Fraudulent Prescriptions Scheme,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-men-sentenced-for-54m-fraudulent-prescriptions-scheme/
1884,1884,Florida Business Owners Plead Guilty For Their Role In Durable Medical Equipment Fraud Scheme,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-business-owners-plead-guilty-for-their-role-in-durable-medical-equipment-fraud-scheme/
1885,1885,Therapist’s Ex-Wife Sent To Prison For Defrauding Medicaid And Stealing Patient Information,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/therapists-ex-wife-sent-to-prison-for-defrauding-medicaid-and-stealing-patient-information/
1887,1887,"Addiction Treatment Center Supervisor Admits to Participating in a Scheme to Defraud Federal, State, and Private Health Care Insurers",2023-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-center-supervisor-admits-to-participating-in-a-scheme-to-defraud-federal-state-and-private-health-care-insurers/
1888,1888,Jury Convicts Hospice Owner for Defrauding Medicare,2023-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-hospice-owner-for-defrauding-medicare/
1892,1892,Nurse Impostor Pleads Guilty To Identity Theft And Making False Medical Records,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-impostor-pleads-guilty-to-identity-theft-and-making-false-medical-records/
1893,1893,Former San Antonio Health Services Employee Sentenced for Receiving Kickbacks,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-san-antonio-health-services-employee-sentenced-for-receiving-kickbacks/
1895,1895,Second Owner Of Fresno Sleep Clinic Pleads Guilty To Submitting Over $1.5 Million In Fraudulent Claims To Medicare And Medi-Cal For Sleep Studies,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/second-owner-of-fresno-sleep-clinic-pleads-guilty-to-submitting-over-15-million-in-fraudulent-claims-to-medicare-and-medi-cal-for-sleep-studies/
1896,1896,Grosse Pointe Park Pharmacist Convicted On Drug Charges,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grosse-pointe-park-pharmacist-convicted-on-drug-charges/
1897,1897,"Doctor Pleads Guilty To Unlawful Drug Distribution, False Statement To Medicare, And Paycheck Protection Program Fraud",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-unlawful-drug-distribution-false-statement-to-medicare-and-paycheck-protection-program-fraud/
1898,1898,"Snellville Doctor Pays $225,000 To Resolve Allegations For Improper Billing",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/snellville-doctor-pays-225000-to-resolve-allegations-for-improper-billing/
1900,1900,Sharon Naylor Sentenced For Her Role In Operating Pill Mill,2023-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sharon-naylor-sentenced-for-her-role-in-operating-pill-mill/
1904,1904,Former Employee of Care Facility Sentenced for Criminal Negligence of a Vulnerable Adult,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-employee-of-care-facility-sentenced-for-criminal-negligence-of-a-vulnerable-adult/
1905,1905,Owner of Indian Marketing Company Admits Role in $11.5 Million Health Care Fraud and Kickback Scheme,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-indian-marketing-company-admits-role-in-115-million-health-care-fraud-and-kickback-scheme/
1906,1906,Florida Laboratory Agrees to Pay Over $1.1 Million to Settle Kickback Allegations,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/httpswwwjusticegovopaprflorida-laboratory-agrees-pay-over-11-million-settle-kickback-allegations/
1909,1909,Bay Area Doctor Convicted Of Health Care Fraud And Kickback Scheme For Referrals To Medicare-Funded Home Health Services,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bay-area-doctor-convicted-of-health-care-fraud-and-kickback-scheme-for-referrals-to-medicare-funded-home-health-services/
1910,1910,Four Toledo Area Individuals Sentenced for Healthcare Fraud Scheme,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-toledo-area-individuals-sentenced-for-healthcare-fraud-scheme/
1911,1911,Pelham Manor Man Charged With Health Care Fraud And Kickback Scheme,2023-10-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pelham-manor-man-charged-with-health-care-fraud-and-kickback-scheme/
1912,1912,Drugmaker Nostrum and CEO Agree to Pay Up to $50 Million to Resolve Claims of Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-ceo-agree-to-pay-up-to-50-million-to-resolve-claims-of-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
1913,1913,Veteran Pleads Guilty To Theft Of Government Money And Providing False Statements,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/veteran-pleads-guilty-to-theft-of-government-money-and-providing-false-statements/
1914,1914,Drugmaker Nostrum and Its CEO Agree to Pay Up to $50 Million to Settle False Claims Act Claims for Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-its-ceo-agree-to-pay-up-to-50-million-to-settle-false-claims-act-claims-for-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
1915,1915,Tampa Pain Management Physician Edward Lubin Agrees To Pay $1.5 Million To Settle False Claims Act Liability For Receiving Bribes And Writing Unnecessary Fentanyl Prescriptions,2023-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tampa-pain-management-physician-edward-lubin-agrees-to-pay-15-million-to-settle-false-claims-act-liability-for-receiving-bribes-and-writing-unnecessary-fentanyl-prescriptions/
1916,1916,Farmington Hills Psychotherapy Clinic Owner Sentenced for Health Care Fraud Conspiracy Charges,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/farmington-hills-psychotherapy-clinic-owner-sentenced-for-health-care-fraud-conspiracy-charges/
1917,1917,Suffolk Man Pleads Guilty to $2M Medicare Fraud,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suffolk-man-pleads-guilty-to-2m-medicare-fraud/
1918,1918,Putnam Community Medical Center Of North Florida Agrees To Pay One Million Dollars To Settle False Claims Liability Related To Its Former Sleep Center,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/putnam-community-medical-center-of-north-florida-agrees-to-pay-one-million-dollars-to-settle-false-claims-liability-related-to-its-former-sleep-center/
1919,1919,Former Executive at Medicare Advantage Organization Charged for Multimillion-Dollar Medicare Fraud Scheme,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-executive-at-medicare-advantage-organization-charged-for-multimillion-dollar-medicare-fraud-scheme/
1920,1920,Man Convicted of $55M Fraud Scheme,2023-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-of-55m-fraud-scheme/
1921,1921,Psychiatrist Convicted of Billing Medicare and Private Insurance Companies for Services Never Rendered,2023-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/psychiatrist-convicted-of-billing-medicare-and-private-insurance-companies-for-services-never-rendered/
1922,1922,Pharmacist and Clinic Owner Sentenced for $6M Pill Mill Scheme,2023-10-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-and-clinic-owner-sentenced-for-6m-pill-mill-scheme/
1923,1923,"Metairie Doctor Pleads Guilty in $5,600,000 Medicare Fraud Scheme",2023-10-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/metairie-doctor-pleads-guilty-in-5600000-medicare-fraud-scheme/
1927,1927,Nurse Practitioner Pleads Guilty to $6.1 Million Health Care Fraud Conspiracy in Idaho,2023-10-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-pleads-guilty-to-61-million-health-care-fraud-conspiracy-in-idaho/
1930,1930,Imperial Valley Doctor Sentenced for Years-Long Use of Unapproved Cosmetic Drugs,2023-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-valley-doctor-sentenced-for-years-long-use-of-unapproved-cosmetic-drugs/
1931,1931,10 Defendants Indicted For Operating $20 Million Black Market HIV Medication Fraud Scheme,2023-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/10-defendants-indicted-for-operating-20-million-black-market-hiv-medication-fraud-scheme/
1932,1932,"Former Nurse Practitioner Sentenced to Jail, Fined for Illegal Drug Conspiracy",2023-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nurse-practitioner-sentenced-to-jail-fined-for-illegal-drug-conspiracy/
1936,1936,"Jena Medical Group, LLC, Its Principals And Physician Agree To Pay Over $1.7 Million To Settle False Claims Act Liability For Improperly Performed Procedures",2023-10-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jena-medical-group-llc-its-principals-and-physician-agree-to-pay-over-17-million-to-settle-false-claims-act-liability-for-improperly-performed-procedures/
1940,1940,"Exagen Inc. Agrees to Pay $653,143 to Resolve Allegations of Kickback Violations",2023-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/exagen-inc-agrees-to-pay-653143-to-resolve-allegations-of-kickback-violations/
1941,1941,"Floyd County Company Agrees to Pay $200,000 to Resolve Allegations of Fraudulent Billing for Respiratory Devices",2023-10-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/floyd-county-company-agrees-to-pay-200000-to-resolve-allegations-of-fraudulent-billing-for-respiratory-devices/
1948,1948,Former Nursing Home Worker Charged with Wire Fraud in “Ghost” Employee Fraud Scheme,2023-10-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nursing-home-worker-charged-with-wire-fraud-in-ghost-employee-fraud-scheme/
1950,1950,California Man Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,2023-10-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-sentenced-to-federal-prison-for-role-in-health-care-kickback-conspiracy-2/
1951,1951,Georgia Doctor Ordered To Pay $27 Million For Submitting False Claims To Medicare,2023-10-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-doctor-ordered-to-pay-27-million-for-submitting-false-claims-to-medicare/
1953,1953,Compounding Pharmacy Owner Sentenced To 18 Months And Over $6 Million In Restitution,2023-10-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compounding-pharmacy-owner-sentenced-to-18-months-and-over-6-million-in-restitution/
1956,1956,New York Man Admits Role in $127 Million Health Care Fraud and Kickback Scheme,2023-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-man-admits-role-in-127-million-health-care-fraud-and-kickback-scheme/
1957,1957,Cardiac Imaging Company And Founder To Pay Historic $85M Settlement,2023-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiac-imaging-company-and-founder-to-pay-historic-85m-settlement/
1958,1958,Man Convicted in $67M “Doctor Chase” Genetic Testing Fraud Scheme,2023-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-in-67m-doctor-chase-genetic-testing-fraud-scheme/
1959,1959,Mobile Cardiac PET Scan Provider and Founder to Pay $85 Million to Resolve Allegedly Unlawful Payments to Referring Doctors,2023-10-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mobile-cardiac-pet-scan-provider-and-founder-to-pay-85-million-to-resolve-allegedly-unlawful-payments-to-referring-doctors/
1961,1961,Telemedicine Nurse Practitioner Charged with $7.8 Million Durable Medical Equipment Fraud Scheme,2023-10-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telemedicine-nurse-practitioner-charged-with-78-million-durable-medical-equipment-fraud-scheme/
1962,1962,"Metairie Doctor Charged in $5,6000,000 Medicare Fraud Scheme",2023-10-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/metairie-doctor-charged-in-56000000-medicare-fraud-scheme/
1964,1964,Husband And Wife Sent To Prison For $8M Health Care Fraud,2023-10-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/husband-and-wife-sent-to-prison-for-8m-health-care-fraud/
1965,1965,Laredo Ophthalmologist Charged In Repetitive Harmful Eye Procedure Fraud Scheme,2023-10-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laredo-ophthalmologist-charged-in-repetitive-harmful-eye-procedure-fraud-scheme/
1966,1966,Pharmacy Owner Pleads Guilty to $25M Health Care Fraud Scheme,2023-10-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-pleads-guilty-to-25m-health-care-fraud-scheme/
1969,1969,"Chesterfield Woman Sentenced for Defrauding Medicaid of More than $200,000",2023-10-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chesterfield-woman-sentenced-for-defrauding-medicaid-of-more-than-200000/
1970,1970,Trinidad National Sentenced To Seven Years In Federal Prison For Stealing Identity And Applying For Passport In Name Of Disabled Veteran,2023-10-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/trinidad-national-sentenced-to-seven-years-in-federal-prison-for-stealing-identity-and-applying-for-passport-in-name-of-disabled-veteran/
1971,1971,Imperial County Dentist and Former Office Manager Plead Guilty in Multi-Million Dollar Medicare Fraud,2023-10-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-county-dentist-and-former-office-manager-plead-guilty-in-multi-million-dollar-medicare-fraud/
1974,1974,Owners of Mobile Phlebotomy Company Each Sentenced to 15 Months in Prison for Medicare Fraud,2023-10-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owners-of-mobile-phlebotomy-company-each-sentenced-to-15-months-in-prison-for-medicare-fraud/
1975,1975,Convicted Lab Owner Ordered To Forfeit Over $187 Million In Health Care Fraud Proceeds,2023-10-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/convicted-lab-owner-ordered-to-forfeit-over-187-million-in-health-care-fraud-proceeds/
1976,1976,Three Individuals Convicted In $93M Home Health Fraud And Money Laundering Scheme,2023-10-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-individuals-convicted-in-93m-home-health-fraud-and-money-laundering-scheme/
1979,1979,"South Carolina Physician & Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations",2023-10-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-carolina-physician-nephrology-practice-agree-to-pay-over-585000-to-settle-laboratory-kickback-allegations/
1980,1980,Genomic Health Inc. Agrees to Pay $32.5 Million to Resolve Allegations Relating to the Submission of False Claims for Genetic Cancer Screening Tests,2023-10-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/genomic-health-inc-agrees-to-pay-325-million-to-resolve-allegations-relating-to-the-submission-of-false-claims-for-genetic-cancer-screening-tests/
1981,1981,"United States Settles Kickback Allegations with BioTek reMEDys Inc., Chaitanya Gadde and Dr. David Tabby",2023-10-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-settles-kickback-allegations-with-biotek-remedys-inc-chaitanya-gadde-and-dr-david-tabby/
1983,1983,Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,2023-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cigna-group-to-pay-172-million-to-resolve-false-claims-act/
